,RD_KIT_Desc,Synthesis_Metric,P_Value
1515,BCUT2D_MWHI,hydrophilic_section,4.757836077491849e-08
1516,SPS,Conc of comp,4.547128633344503e-08
1517,BCUT2D_MWHI,Polar_dispersity,4.3894820514647834e-08
1518,BCUT2D_MWHI,Area_Sphere_Substance,4.266519818671194e-08
1519,MaxPartialCharge,hydrophbic_section,3.849961175231629e-08
1520,BCUT2D_MWHI,Conc of comp,3.788308991555418e-08
1521,PEOE_VSA7,Comp,2.9652389543932442e-08
1522,BCUT2D_MWLOW,Avg_area,1.1771742214406877e-08
1523,MaxPartialCharge,Full_molecule,1.0794034164412266e-08
1524,BCUT2D_CHGHI,Avg_roundness,1.0706949641309774e-08
1525,BCUT2D_LOGPLOW,Solvent,9.40543184527123e-09
1526,BalabanJ,Conc of comp,6.555371160461474e-09
1527,MinPartialCharge,hydrophbic_section,6.369092133638532e-09
1528,BCUT2D_MRHI,Solvent,5.340564663122954e-09
1529,BCUT2D_CHGLO,Solvent,4.724396929370799e-09
1530,BCUT2D_CHGHI,Polar_dispersity,3.22080835981221e-09
1531,MinPartialCharge,Full_molecule,2.540409576922367e-09
1532,MaxPartialCharge,Avg_roundness,2.2843961701680767e-09
1533,BCUT2D_LOGPHI,Avg_roundness,1.7576316918840262e-09
1534,MinAbsPartialCharge,hydrophbic_section,1.6124016880500712e-09
1535,MinAbsPartialCharge,Full_molecule,9.590788572325221e-10
1536,HeavyAtomCount,Comp,9.383516913318349e-10
1537,BCUT2D_CHGHI,Area_Sphere_Substance,9.361374809588611e-10
1538,BCUT2D_LOGPHI,Polar_dispersity,8.36884621395915e-10
1539,MinAbsPartialCharge,Avg_roundness,6.831882570247688e-10
1540,MinPartialCharge,Avg_roundness,5.30109528323688e-10
1541,EState_VSA4,Comp,4.100395826588729e-10
1542,SMR_VSA10,Comp,3.998819658075172e-10
1543,SMR_VSA1,Comp,2.939634350416037e-10
1544,BCUT2D_LOGPHI,Area_Sphere_Substance,2.656659617186995e-10
1545,BCUT2D_CHGHI,Full_molecule,2.2037612568114847e-10
1546,BCUT2D_CHGHI,hydrophilic_section,1.916416839851146e-10
1547,BCUT2D_MRHI,Avg_roundness,1.7465653560643042e-10
1548,BCUT2D_LOGPLOW,Polar_dispersity,1.6224769820918455e-10
1549,BCUT2D_MWLOW,ssk,1.4989992580397638e-10
1550,BCUT2D_LOGPLOW,Area_Sphere_Substance,1.0776232766923856e-10
1551,BCUT2D_MRHI,Full_molecule,9.185006132326035e-11
1552,BCUT2D_MRHI,hydrophilic_section,7.599386346123954e-11
1553,BCUT2D_MRHI,Polar_dispersity,7.552968672498473e-11
1554,BCUT2D_MRHI,hydrophbic_section,7.413780391010011e-11
1555,BCUT2D_CHGHI,hydrophbic_section,6.828643351083076e-11
1556,BCUT2D_MRHI,Area_Sphere_Substance,6.118122993196491e-11
1557,BCUT2D_LOGPHI,Full_molecule,6.088274794833903e-11
1558,BCUT2D_LOGPHI,hydrophilic_section,5.55248639413504e-11
1559,VSA_EState1,Comp,5.187030854260895e-11
1560,BCUT2D_CHGLO,Polar_dispersity,3.5904077459616776e-11
1561,BCUT2D_MRHI,Conc of comp,2.526902249980385e-11
1562,EState_VSA5,Comp,2.4196612549763626e-11
1563,BCUT2D_LOGPHI,hydrophbic_section,2.1996232627099078e-11
1564,BertzCT,full_mol_vol,2.138653729931438e-11
1565,BCUT2D_CHGLO,Area_Sphere_Substance,2.114028416211683e-11
1566,PEOE_VSA10,Comp,1.0869076971674424e-11
1567,Kappa1,Comp,7.620849252678195e-12
1568,SlogP_VSA12,Comp,5.983577949980956e-12
1569,EState_VSA3,Comp,5.431915302931467e-12
1570,BCUT2D_LOGPLOW,Conc of comp,4.634976391601237e-12
1571,VSA_EState3,Comp,4.626972802586374e-12
1572,Chi0,Comp,3.4759002469108826e-12
1573,PEOE_VSA1,Comp,2.8899163188284476e-12
1574,PEOE_VSA8,Comp,2.52950519773487e-12
1575,VSA_EState2,Comp,2.0994517236024655e-12
1576,BCUT2D_CHGHI,Conc of comp,9.960685551766358e-13
1577,EState_VSA9,Comp,9.46029850014903e-13
1578,BCUT2D_LOGPLOW,hydrophilic_section,6.268317553227031e-13
1579,BCUT2D_LOGPHI,Conc of comp,5.306538756190811e-13
1580,Chi0v,Comp,3.454647727005886e-13
1581,BCUT2D_CHGLO,Conc of comp,2.9509202016869726e-13
1582,EState_VSA1,Comp,2.6902426866786117e-13
1583,BCUT2D_MWLOW,Solvent,2.2677553327269574e-13
1584,PEOE_VSA2,Comp,1.8116492593970153e-13
1585,BCUT2D_LOGPLOW,hydrophbic_section,1.660036080670679e-13
1586,BCUT2D_LOGPLOW,Full_molecule,1.3156806047203433e-13
1587,Chi0n,Comp,1.1886573519421586e-13
1588,SlogP_VSA4,Comp,1.1744893697898152e-13
1589,EState_VSA10,Comp,1.0964281674519155e-13
1590,BCUT2D_LOGPLOW,Avg_roundness,1.0250765440774995e-13
1591,BCUT2D_CHGLO,hydrophilic_section,6.791333821384427e-14
1592,SlogP_VSA3,Comp,3.299248470621687e-14
1593,BCUT2D_CHGLO,hydrophbic_section,1.3025584213048524e-14
1594,BCUT2D_CHGLO,Avg_roundness,1.2867042256562978e-14
1595,BCUT2D_CHGLO,Full_molecule,1.1549490888815277e-14
1596,Chi1,Comp,8.872034369339456e-15
1597,BCUT2D_MWLOW,Polar_dispersity,9.49830239972724e-16
1598,VSA_EState8,Comp,8.877729054541119e-16
1599,BCUT2D_MWLOW,Avg_roundness,8.727847571033776e-16
1600,SlogP_VSA11,Comp,7.424393175834969e-16
1601,SMR_VSA9,Comp,7.424393175834969e-16
1602,BCUT2D_MWLOW,Area_Sphere_Substance,7.145155404764594e-16
1603,BCUT2D_MWLOW,Full_molecule,5.048026100349885e-16
1604,BCUT2D_MWLOW,hydrophilic_section,4.916962336296355e-16
1605,BCUT2D_MWLOW,hydrophbic_section,4.252645656393087e-16
1606,Chi1v,Comp,2.1640422707576614e-16
1607,BCUT2D_MWLOW,Conc of comp,2.0498722426921896e-16
1608,MolWt,full_mol_vol,1.618125962465149e-16
1609,ExactMolWt,full_mol_vol,1.610912913069921e-16
1610,NumHeteroatoms,Comp,1.0859056688427262e-16
1611,BCUT2D_MWHI,Comp,8.99473110271364e-17
1612,HeavyAtomMolWt,full_mol_vol,7.964381690133572e-17
1613,Kappa2,Comp,6.270730720185975e-17
1614,PEOE_VSA13,Comp,5.667455136775168e-17
1615,SlogP_VSA10,Comp,5.667455136775168e-17
1616,Chi2v,Comp,5.205742622570799e-17
1617,Chi1n,Comp,3.2297390988088575e-17
1618,NumHAcceptors,Comp,2.3596643923322646e-17
1619,NOCount,Comp,1.9871608116552862e-17
1620,Chi2n,Comp,3.617369911284597e-18
1621,SlogP_VSA1,Comp,3.55437509962212e-18
1622,EState_VSA7,Comp,2.9256494638730796e-18
1623,Chi3v,Comp,4.1834081226961374e-19
1624,VSA_EState6,Comp,2.151641248973829e-19
1625,VSA_EState10,Comp,3.0176886504758795e-20
1626,Chi4v,Comp,2.6875111450751236e-20
1627,Kappa3,Comp,1.8777019275427526e-20
1628,MaxAbsEStateIndex,Comp,7.836148281647603e-21
1629,MaxEStateIndex,Comp,7.836148281647603e-21
1630,LabuteASA,full_mol_vol,7.775808933763876e-21
1631,MolLogP,Comp,6.227223825025268e-21
1632,Chi3n,Comp,4.524714774944399e-21
1633,NumValenceElectrons,full_mol_vol,3.435724026753839e-21
1634,SPS,Comp,2.1341665679280196e-21
1635,fr_ether,Comp,1.4592188858925725e-21
1636,TPSA,full_mol_vol,4.378287876426439e-22
1637,MolMR,full_mol_vol,4.0382392173270288e-22
1638,RingCount,Comp,9.923976005510596e-23
1639,EState_VSA2,full_mol_vol,8.514110582808883e-23
1640,Chi4n,Comp,7.880583811415008e-23
1641,PEOE_VSA9,full_mol_vol,5.709006899285524e-23
1642,SMR_VSA5,full_mol_vol,5.62861500867114e-23
1643,EState_VSA8,full_mol_vol,5.187771976899625e-23
1644,SlogP_VSA2,full_mol_vol,4.64787747572078e-23
1645,SlogP_VSA5,full_mol_vol,3.865821441891211e-23
1646,SMR_VSA6,full_mol_vol,3.778356719591878e-23
1647,PEOE_VSA6,full_mol_vol,3.6727183952015884e-23
1648,SlogP_VSA6,full_mol_vol,3.4470277112042685e-23
1649,PEOE_VSA7,full_mol_vol,3.3509645530767934e-23
1650,SMR_VSA7,full_mol_vol,3.172026736675764e-23
1651,HeavyAtomCount,full_mol_vol,2.7448306041197966e-23
1652,EState_VSA4,full_mol_vol,2.6907698303194676e-23
1653,SMR_VSA1,full_mol_vol,2.6708302648284715e-23
1654,SMR_VSA10,full_mol_vol,2.6543444263379065e-23
1655,VSA_EState1,full_mol_vol,2.5394812291885964e-23
1656,EState_VSA5,full_mol_vol,2.4876594539007802e-23
1657,PEOE_VSA10,full_mol_vol,2.4446673331083184e-23
1658,Kappa1,full_mol_vol,2.4278802838156872e-23
1659,SlogP_VSA12,full_mol_vol,2.4216604514152454e-23
1660,EState_VSA3,full_mol_vol,2.4070934286620987e-23
1661,VSA_EState3,full_mol_vol,2.4013633906311116e-23
1662,Chi0,full_mol_vol,2.3922718878432234e-23
1663,PEOE_VSA1,full_mol_vol,2.380244854110638e-23
1664,PEOE_VSA8,full_mol_vol,2.36884870650226e-23
1665,VSA_EState2,full_mol_vol,2.361752613293059e-23
1666,EState_VSA9,full_mol_vol,2.3453128428678908e-23
1667,Chi0v,full_mol_vol,2.3061873684188165e-23
1668,EState_VSA1,full_mol_vol,2.2804870760056222e-23
1669,Chi0n,full_mol_vol,2.2717154053066523e-23
1670,PEOE_VSA2,full_mol_vol,2.2649152435765973e-23
1671,SlogP_VSA4,full_mol_vol,2.255557519190577e-23
1672,EState_VSA10,full_mol_vol,2.2554085128584343e-23
1673,SlogP_VSA3,full_mol_vol,2.2306847504440507e-23
1674,Chi1,full_mol_vol,2.2067598573107082e-23
1675,BCUT2D_MWHI,full_mol_vol,2.1948398466445333e-23
1676,SMR_VSA9,full_mol_vol,2.15459876725922e-23
1677,SlogP_VSA11,full_mol_vol,2.15459876725922e-23
1678,VSA_EState8,full_mol_vol,2.1455334845937658e-23
1679,Chi1v,full_mol_vol,2.1436661859332733e-23
1680,NumHeteroatoms,full_mol_vol,2.126344525269933e-23
1681,Kappa2,full_mol_vol,2.126141928807151e-23
1682,Chi2v,full_mol_vol,2.1246531669246792e-23
1683,Chi1n,full_mol_vol,2.1184348046534242e-23
1684,NumHAcceptors,full_mol_vol,2.1060260054816086e-23
1685,PEOE_VSA13,full_mol_vol,2.105220013219434e-23
1686,SlogP_VSA10,full_mol_vol,2.105220013219434e-23
1687,NOCount,full_mol_vol,2.1008697270347587e-23
1688,Chi2n,full_mol_vol,2.0946505702779524e-23
1689,SlogP_VSA1,full_mol_vol,2.089020031528142e-23
1690,SPS,full_mol_vol,2.0846151526759466e-23
1691,VSA_EState6,full_mol_vol,2.0837890309467219e-23
1692,EState_VSA7,full_mol_vol,2.077846164979477e-23
1693,Chi3v,full_mol_vol,2.0773642565437886e-23
1694,Kappa3,full_mol_vol,2.0753851468901538e-23
1695,MaxAbsEStateIndex,full_mol_vol,2.0673315369046428e-23
1696,MaxEStateIndex,full_mol_vol,2.0673315369046428e-23
1697,BCUT2D_MWLOW,full_mol_vol,2.065688842628256e-23
1698,VSA_EState10,full_mol_vol,2.062880086071325e-23
1699,Chi4v,full_mol_vol,2.0607289582905822e-23
1700,MolLogP,full_mol_vol,2.059398730994124e-23
1701,Chi3n,full_mol_vol,2.0533603437446388e-23
1702,BCUT2D_MRHI,full_mol_vol,2.0501959257549785e-23
1703,fr_ether,full_mol_vol,2.0446668972495816e-23
1704,RingCount,full_mol_vol,2.039985448421366e-23
1705,Chi4n,full_mol_vol,2.0384946168278755e-23
1706,NumAromaticCarbocycles,full_mol_vol,2.030755428785249e-23
1707,NumAromaticRings,full_mol_vol,2.030755428785249e-23
1708,fr_benzene,full_mol_vol,2.030755428785249e-23
1709,AvgIpc,full_mol_vol,2.0292446789057656e-23
1710,BCUT2D_LOGPHI,full_mol_vol,2.028899818427086e-23
1711,BalabanJ,full_mol_vol,2.0286058375590205e-23
1712,BCUT2D_CHGHI,full_mol_vol,2.027841535657086e-23
1713,PEOE_VSA11,full_mol_vol,2.0258078391615898e-23
1714,NumAliphaticHeterocycles,full_mol_vol,2.025475432680654e-23
1715,NumAliphaticRings,full_mol_vol,2.025475432680654e-23
1716,fr_nitro,full_mol_vol,2.0252023955999507e-23
1717,NumRotatableBonds,full_mol_vol,2.0252023955999507e-23
1718,fr_nitro_arom,full_mol_vol,2.0252023955999507e-23
1719,fr_nitro_arom_nonortho,full_mol_vol,2.0252023955999507e-23
1720,fr_NH0,full_mol_vol,2.0252023955999507e-23
1721,VSA_EState4,full_mol_vol,2.0249759710024813e-23
1722,FpDensityMorgan3,full_mol_vol,2.0237614830441502e-23
1723,fr_alkyl_halide,full_mol_vol,2.0233047800977442e-23
1724,fr_halogen,full_mol_vol,2.0233047800977442e-23
1725,FpDensityMorgan2,full_mol_vol,2.023013090447627e-23
1726,BCUT2D_MRLOW,full_mol_vol,2.022933329603046e-23
1727,FpDensityMorgan1,full_mol_vol,2.021947489450759e-23
1728,MinAbsEStateIndex,full_mol_vol,2.0216697458490743e-23
1729,VSA_EState5,full_mol_vol,2.0216445526143364e-23
1730,fr_phenol,full_mol_vol,2.021640752155127e-23
1731,fr_phenol_noOrthoHbond,full_mol_vol,2.021640752155127e-23
1732,NumHDonors,full_mol_vol,2.021640752155127e-23
1733,NHOHCount,full_mol_vol,2.021640752155127e-23
1734,fr_Ar_OH,full_mol_vol,2.021640752155127e-23
1735,fr_bicyclic,full_mol_vol,2.021640752155127e-23
1736,FractionCSP3,full_mol_vol,2.021259969272613e-23
1737,MaxAbsPartialCharge,full_mol_vol,2.0203732354393797e-23
1738,qed,full_mol_vol,2.0202885785745158e-23
1739,fr_aryl_methyl,full_mol_vol,2.0202097666973646e-23
1740,MaxPartialCharge,full_mol_vol,2.0196238809480677e-23
1741,MinAbsPartialCharge,full_mol_vol,2.019606380149875e-23
1742,MinEStateIndex,full_mol_vol,2.0191594347163638e-23
1743,MinPartialCharge,full_mol_vol,2.0178011841404526e-23
1744,HallKierAlpha,full_mol_vol,2.013811706531155e-23
1745,BCUT2D_LOGPLOW,full_mol_vol,2.0109954958988786e-23
1746,BCUT2D_CHGLO,full_mol_vol,2.010411678052934e-23
1747,HallKierAlpha,Comp,7.1043653205061e-24
1748,VSA_EState4,Comp,4.052433858845169e-24
1749,PEOE_VSA11,Comp,3.442131368941814e-24
1750,NumAromaticCarbocycles,Comp,3.1668654914439006e-24
1751,NumAromaticRings,Comp,3.1668654914439006e-24
1752,fr_benzene,Comp,3.1668654914439006e-24
1753,fr_nitro_arom_nonortho,Comp,2.47752282503149e-24
1754,NumRotatableBonds,Comp,2.47752282503149e-24
1755,fr_nitro,Comp,2.47752282503149e-24
1756,fr_NH0,Comp,2.47752282503149e-24
1757,fr_nitro_arom,Comp,2.47752282503149e-24
1758,BCUT2D_MRHI,Comp,1.251282493795675e-24
1759,NumAliphaticHeterocycles,Comp,9.213011784299552e-25
1760,NumAliphaticRings,Comp,9.213011784299552e-25
1761,fr_halogen,Comp,8.810177514804835e-25
1762,fr_alkyl_halide,Comp,8.810177514804835e-25
1763,BCUT2D_MWLOW,Comp,8.328579653832799e-25
1764,AvgIpc,Comp,5.67865211141698e-25
1765,BCUT2D_MRLOW,Comp,4.656446505171074e-25
1766,fr_bicyclic,Comp,3.7789938239288672e-25
1767,NumHDonors,Comp,3.7789938239288672e-25
1768,NHOHCount,Comp,3.7789938239288672e-25
1769,fr_phenol,Comp,3.7789938239288672e-25
1770,fr_Ar_OH,Comp,3.7789938239288672e-25
1771,fr_phenol_noOrthoHbond,Comp,3.7789938239288672e-25
1772,MinEStateIndex,Comp,3.368465407292659e-25
1773,VSA_EState5,Comp,3.1787260320591697e-25
1774,BalabanJ,Comp,2.9115964859832023e-25
1775,FpDensityMorgan3,Comp,2.4064087111091565e-25
1776,MinAbsEStateIndex,Comp,2.358048865839559e-25
1777,BCUT2D_LOGPHI,Comp,2.315890443970536e-25
1778,FpDensityMorgan2,Comp,2.286467075323127e-25
1779,BCUT2D_CHGHI,Comp,2.240974181600802e-25
1780,fr_aryl_methyl,Comp,2.1418269054803767e-25
1781,FpDensityMorgan1,Comp,2.0650416131688034e-25
1782,FractionCSP3,Comp,1.9986875434740219e-25
1783,MaxAbsPartialCharge,Comp,1.8470204372031405e-25
1784,qed,Comp,1.8180104745552609e-25
1785,MaxPartialCharge,Comp,1.774264683486809e-25
1786,MinPartialCharge,Comp,1.7656284602305623e-25
1787,MinAbsPartialCharge,Comp,1.7640557355207125e-25
1788,BCUT2D_LOGPLOW,Comp,1.5937421054525123e-25
1789,BCUT2D_CHGLO,Comp,1.5451105856249504e-25
